id;code;description
351;1-430.y;Endoskopische Biopsie an respiratorischen Organen: N.n.bez.
352;1-431;Perkutane (Nadel-)Biopsie an respiratorischen Organen
353;1-431.0;Perkutane (Nadel-)Biopsie an respiratorischen Organen: Lunge
354;1-431.1;Perkutane (Nadel-)Biopsie an respiratorischen Organen: Pleura
355;1-431.2;Perkutane (Nadel-)Biopsie an respiratorischen Organen: Zwerchfell
356;1-431.x;Perkutane (Nadel-)Biopsie an respiratorischen Organen: Sonstige
357;1-431.y;Perkutane (Nadel-)Biopsie an respiratorischen Organen: N.n.bez.
358;1-432;Perkutane Biopsie an respiratorischen Organen mit Steuerung durch bildgebende Verfahren
359;1-432.0;Perkutane Biopsie an respiratorischen Organen mit Steuerung durch bildgebende Verfahren: Lunge
360;1-432.00;Perkutane Biopsie an respiratorischen Organen mit Steuerung durch bildgebende Verfahren: Lunge: Durch Feinnadelaspiration
361;1-432.01;Perkutane Biopsie an respiratorischen Organen mit Steuerung durch bildgebende Verfahren: Lunge: Durch Stanzbiopsie ohne Clip-Markierung der Biopsieregion
362;1-432.02;Perkutane Biopsie an respiratorischen Organen mit Steuerung durch bildgebende Verfahren: Lunge: Durch Stanzbiopsie mit Clip-Markierung der Biopsieregion
363;1-432.0x;Perkutane Biopsie an respiratorischen Organen mit Steuerung durch bildgebende Verfahren: Lunge: Sonstige
364;1-432.1;Perkutane Biopsie an respiratorischen Organen mit Steuerung durch bildgebende Verfahren: Pleura
365;1-432.2;Perkutane Biopsie an respiratorischen Organen mit Steuerung durch bildgebende Verfahren: Zwerchfell
366;1-432.x;Perkutane Biopsie an respiratorischen Organen mit Steuerung durch bildgebende Verfahren: Sonstige
367;1-432.y;Perkutane Biopsie an respiratorischen Organen mit Steuerung durch bildgebende Verfahren: N.n.bez.
368;1-440;Endoskopische Biopsie an oberem Verdauungstrakt
369;1-440.6;Endoskopische Biopsie an oberem Verdauungstrakt
370;1-440.7;Endoskopische Biopsie an oberem Verdauungstrakt
371;1-440.8;Endoskopische Biopsie an oberem Verdauungstrakt
372;1-440.9;Endoskopische Biopsie an oberem Verdauungstrakt
373;1-440.a;Endoskopische Biopsie an oberem Verdauungstrakt
374;1-440.x;Endoskopische Biopsie an oberem Verdauungstrakt
375;1-440.y;Endoskopische Biopsie an oberem Verdauungstrakt
376;1-441;Perkutane (Nadel-)Biopsie an hepatobiliärem System und Pankreas
377;1-441.0;Perkutane (Nadel-)Biopsie an hepatobiliärem System und Pankreas: Leber
378;1-441.1;Perkutane (Nadel-)Biopsie an hepatobiliärem System und Pankreas: Gallenblase
379;1-441.2;Perkutane (Nadel-)Biopsie an hepatobiliärem System und Pankreas: Pankreas
380;1-442;Perkutane Biopsie an hepatobiliärem System und Pankreas mit Steuerung durch bildgebende Verfahren
381;1-442.0;Perkutane Biopsie an hepatobiliärem System und Pankreas mit Steuerung durch bildgebende Verfahren: Leber
382;1-442.1;Perkutane Biopsie an hepatobiliärem System und Pankreas mit Steuerung durch bildgebende Verfahren: Gallenblase
383;1-442.2;Perkutane Biopsie an hepatobiliärem System und Pankreas mit Steuerung durch bildgebende Verfahren: Pankreas
384;1-442.3;Perkutane Biopsie an hepatobiliärem System und Pankreas mit Steuerung durch bildgebende Verfahren: Gallengänge
385;1-442.30;Perkutane Biopsie an hepatobiliärem System und Pankreas mit Steuerung durch bildgebende Verfahren: Gallengänge: Nadelbiopsie
386;1-442.31;Perkutane Biopsie an hepatobiliärem System und Pankreas mit Steuerung durch bildgebende Verfahren: Gallengänge: Transluminal
387;1-442.4;Perkutane Biopsie an hepatobiliärem System und Pankreas mit Steuerung durch bildgebende Verfahren: Sphincter Oddi und Papilla duodeni major
388;1-442.x;Perkutane Biopsie an hepatobiliärem System und Pankreas mit Steuerung durch bildgebende Verfahren: Sonstige
389;1-442.y;Perkutane Biopsie an hepatobiliärem System und Pankreas mit Steuerung durch bildgebende Verfahren: N.n.bez.
390;1-444;Endoskopische Biopsie am unteren Verdauungstrakt
391;1-444.6;Endoskopische Biopsie am unteren Verdauungstrakt: Stufenbiopsie
392;1-444.7;Endoskopische Biopsie am unteren Verdauungstrakt: 1 bis 5 Biopsien
393;1-444.x;Endoskopische Biopsie am unteren Verdauungstrakt: Sonstige
394;1-444.y;Endoskopische Biopsie am unteren Verdauungstrakt: N.n.bez.
395;1-445;Endosonographische Feinnadelpunktion am oberen Verdauungstrakt
396;1-446;Endosonographische Feinnadelpunktion am unteren Verdauungstrakt
397;1-447;Endosonographische Feinnadelpunktion am Pankreas
398;1-448;Endosonographische Feinnadelpunktion am hepatobiliären System
399;1-448.0;Endosonographische Feinnadelpunktion am hepatobiliären System: Leber
400;1-448.1;Endosonographische Feinnadelpunktion am hepatobiliären System: Gallengänge
401;1-448.x;Endosonographische Feinnadelpunktion am hepatobiliären System: Sonstige
402;1-448.y;Endosonographische Feinnadelpunktion am hepatobiliären System: N.n.bez.
403;1-449;Andere Biopsie ohne Inzision an anderen Verdauungsorganen
404;1-449.0;Andere Biopsie ohne Inzision an anderen Verdauungsorganen: Analkanal
405;1-449.1;Andere Biopsie ohne Inzision an anderen Verdauungsorganen: Analrand
406;1-449.2;Andere Biopsie ohne Inzision an anderen Verdauungsorganen: Perianalregion
407;1-449.x;Andere Biopsie ohne Inzision an anderen Verdauungsorganen: Sonstige
408;1-449.y;Andere Biopsie ohne Inzision an anderen Verdauungsorganen: N.n.bez.
409;1-460;Transurethrale Biopsie an Harnorganen und Prostata
410;1-460.0;Transurethrale Biopsie an Harnorganen und Prostata: Nierenbecken
411;1-460.1;Transurethrale Biopsie an Harnorganen und Prostata: Ureter
412;1-460.2;Transurethrale Biopsie an Harnorganen und Prostata: Harnblase
413;1-460.3;Transurethrale Biopsie an Harnorganen und Prostata: Urethra
414;1-460.4;Transurethrale Biopsie an Harnorganen und Prostata: Prostata
415;1-460.5;Transurethrale Biopsie an Harnorganen und Prostata: Stufenbiopsie
416;1-460.x;Transurethrale Biopsie an Harnorganen und Prostata: Sonstige
417;1-460.y;Transurethrale Biopsie an Harnorganen und Prostata: N.n.bez.
418;1-461;Perkutan-nephroskopische Biopsie an Harnorganen
419;1-461.0;Perkutan-nephroskopische Biopsie an Harnorganen: Nierenbecken
420;1-461.1;Perkutan-nephroskopische Biopsie an Harnorganen: Ureter
421;1-461.x;Perkutan-nephroskopische Biopsie an Harnorganen: Sonstige
422;1-461.y;Perkutan-nephroskopische Biopsie an Harnorganen: N.n.bez.
423;1-462;Perkutan-zystoskopische Biopsie an Harnorganen und Prostata
424;1-462.0;Perkutan-zystoskopische Biopsie an Harnorganen und Prostata: Nierenbecken
425;1-462.1;Perkutan-zystoskopische Biopsie an Harnorganen und Prostata: Ureter
426;1-462.2;Perkutan-zystoskopische Biopsie an Harnorganen und Prostata: Harnblase
427;1-462.3;Perkutan-zystoskopische Biopsie an Harnorganen und Prostata: Urethra
428;1-462.4;Perkutan-zystoskopische Biopsie an Harnorganen und Prostata: Prostata
429;1-462.x;Perkutan-zystoskopische Biopsie an Harnorganen und Prostata: Sonstige
430;1-462.y;Perkutan-zystoskopische Biopsie an Harnorganen und Prostata: N.n.bez.
431;1-463;Perkutane (Nadel-)Biopsie an Harnorganen und männlichen Genitalorganen
432;1-463.0;Perkutane (Nadel-)Biopsie an Harnorganen und männlichen Genitalorganen: Niere
433;1-463.1;Perkutane (Nadel-)Biopsie an Harnorganen und männlichen Genitalorganen: Prostata
434;1-463.10;Perkutane (Nadel-)Biopsie an Harnorganen und männlichen Genitalorganen: Prostata: Stanzbiopsie
435;1-463.11;Perkutane (Nadel-)Biopsie an Harnorganen und männlichen Genitalorganen: Prostata: Saugbiopsie
436;1-463.2;Perkutane (Nadel-)Biopsie an Harnorganen und männlichen Genitalorganen: Vesiculae seminales
437;1-463.3;Perkutane (Nadel-)Biopsie an Harnorganen und männlichen Genitalorganen: Penis
438;1-463.4;Perkutane (Nadel-)Biopsie an Harnorganen und männlichen Genitalorganen: Hoden
439;1-463.5;Perkutane (Nadel-)Biopsie an Harnorganen und männlichen Genitalorganen: Epididymis
440;1-463.6;Perkutane (Nadel-)Biopsie an Harnorganen und männlichen Genitalorganen: Ductus deferens
441;1-463.7;Perkutane (Nadel-)Biopsie an Harnorganen und männlichen Genitalorganen: Funiculus spermaticus
442;1-463.8;Perkutane (Nadel-)Biopsie an Harnorganen und männlichen Genitalorganen: Skrotum
443;1-463.9;Perkutane (Nadel-)Biopsie an Harnorganen und männlichen Genitalorganen: Perineum
444;1-463.x;Perkutane (Nadel-)Biopsie an Harnorganen und männlichen Genitalorganen: Sonstige
445;1-463.y;Perkutane (Nadel-)Biopsie an Harnorganen und männlichen Genitalorganen: N.n.bez.
446;1-464;Transrektale Biopsie an männlichen Genitalorganen
447;1-464.0;Transrektale Biopsie an männlichen Genitalorganen: Prostata
448;1-464.00;Transrektale Biopsie an männlichen Genitalorganen: Prostata
449;1-464.01;Transrektale Biopsie an männlichen Genitalorganen: Prostata
450;1-464.1;Transrektale Biopsie an männlichen Genitalorganen: Prostata
451;1-464.2;Transrektale Biopsie an männlichen Genitalorganen: Vesiculae seminales
452;1-464.x;Transrektale Biopsie an männlichen Genitalorganen: Sonstige
453;1-464.y;Transrektale Biopsie an männlichen Genitalorganen: N.n.bez.
454;1-465;Perkutane Biopsie an Harnorganen und männlichen Genitalorganen mit Steuerung durch bildgebende Verfahren
455;1-465.0;Perkutane Biopsie an Harnorganen und männlichen Genitalorganen mit Steuerung durch bildgebende Verfahren: Niere
456;1-465.2;Perkutane Biopsie an Harnorganen und männlichen Genitalorganen mit Steuerung durch bildgebende Verfahren: Vesiculae seminales
457;1-465.3;Perkutane Biopsie an Harnorganen und männlichen Genitalorganen mit Steuerung durch bildgebende Verfahren: Penis
458;1-465.4;Perkutane Biopsie an Harnorganen und männlichen Genitalorganen mit Steuerung durch bildgebende Verfahren: Hoden
459;1-465.5;Perkutane Biopsie an Harnorganen und männlichen Genitalorganen mit Steuerung durch bildgebende Verfahren: Epididymis
460;1-465.6;Perkutane Biopsie an Harnorganen und männlichen Genitalorganen mit Steuerung durch bildgebende Verfahren: Ductus deferens
461;1-465.7;Perkutane Biopsie an Harnorganen und männlichen Genitalorganen mit Steuerung durch bildgebende Verfahren: Funiculus spermaticus
462;1-465.8;Perkutane Biopsie an Harnorganen und männlichen Genitalorganen mit Steuerung durch bildgebende Verfahren: Stufenbiopsie
463;1-465.9;Perkutane Biopsie an Harnorganen und männlichen Genitalorganen mit Steuerung durch bildgebende Verfahren: Prostata
464;1-465.90;Perkutane Biopsie an Harnorganen und männlichen Genitalorganen mit Steuerung durch bildgebende Verfahren: Prostata
465;1-465.91;Perkutane Biopsie an Harnorganen und männlichen Genitalorganen mit Steuerung durch bildgebende Verfahren: Prostata
466;1-465.a;Perkutane Biopsie an Harnorganen und männlichen Genitalorganen mit Steuerung durch bildgebende Verfahren: Prostata
467;1-465.x;Perkutane Biopsie an Harnorganen und männlichen Genitalorganen mit Steuerung durch bildgebende Verfahren: Sonstige
468;1-465.y;Perkutane Biopsie an Harnorganen und männlichen Genitalorganen mit Steuerung durch bildgebende Verfahren: N.n.bez.
469;1-466;Transrektale Biopsie an männlichen Genitalorganen mit Steuerung durch bildgebende Verfahren
470;1-466.0;Transrektale Biopsie an männlichen Genitalorganen mit Steuerung durch bildgebende Verfahren: Prostata
471;1-466.00;Transrektale Biopsie an männlichen Genitalorganen mit Steuerung durch bildgebende Verfahren: Prostata
472;1-466.01;Transrektale Biopsie an männlichen Genitalorganen mit Steuerung durch bildgebende Verfahren: Prostata
473;1-466.1;Transrektale Biopsie an männlichen Genitalorganen mit Steuerung durch bildgebende Verfahren: Vesiculae seminales
474;1-466.x;Transrektale Biopsie an männlichen Genitalorganen mit Steuerung durch bildgebende Verfahren: Sonstige
475;1-466.y;Transrektale Biopsie an männlichen Genitalorganen mit Steuerung durch bildgebende Verfahren: N.n.bez.
476;1-470;(Perkutane) (Nadel-)Biopsie an weiblichen Genitalorganen
477;1-470.0;(Perkutane) (Nadel-)Biopsie an weiblichen Genitalorganen: Ovar
478;1-470.1;(Perkutane) (Nadel-)Biopsie an weiblichen Genitalorganen: Tuba(e) uterina(e)
479;1-470.2;(Perkutane) (Nadel-)Biopsie an weiblichen Genitalorganen: Uterus
480;1-470.3;(Perkutane) (Nadel-)Biopsie an weiblichen Genitalorganen: Ligamente des Uterus
481;1-470.4;(Perkutane) (Nadel-)Biopsie an weiblichen Genitalorganen: Vagina
482;1-470.5;(Perkutane) (Nadel-)Biopsie an weiblichen Genitalorganen: Vulva
483;1-470.6;(Perkutane) (Nadel-)Biopsie an weiblichen Genitalorganen: Perineum
484;1-470.x;(Perkutane) (Nadel-)Biopsie an weiblichen Genitalorganen: Sonstige
485;1-470.y;(Perkutane) (Nadel-)Biopsie an weiblichen Genitalorganen: N.n.bez.
486;1-471;Biopsie ohne Inzision am Endometrium
487;1-471.0;Biopsie ohne Inzision am Endometrium: Diagnostische Mikrokürettage (Strichkürettage)
488;1-471.1;Biopsie ohne Inzision am Endometrium: Diagnostische Aspirationskürettage
489;1-471.2;Biopsie ohne Inzision am Endometrium: Diagnostische fraktionierte Kürettage
490;1-471.x;Biopsie ohne Inzision am Endometrium: Sonstige
491;1-471.y;Biopsie ohne Inzision am Endometrium: N.n.bez.
492;1-472;Biopsie ohne Inzision an der Cervix uteri
493;1-472.0;Biopsie ohne Inzision an der Cervix uteri: Zervixabrasio
494;1-472.x;Biopsie ohne Inzision an der Cervix uteri: Sonstige
495;1-472.y;Biopsie ohne Inzision an der Cervix uteri: N.n.bez.
496;1-473;Biopsie ohne Inzision am graviden Uterus mit Steuerung durch bildgebende Verfahren
497;1-473.0;Biopsie ohne Inzision am graviden Uterus mit Steuerung durch bildgebende Verfahren: Chorionzotten
498;1-473.1;Biopsie ohne Inzision am graviden Uterus mit Steuerung durch bildgebende Verfahren: Chorionzotten
499;1-473.2;Biopsie ohne Inzision am graviden Uterus mit Steuerung durch bildgebende Verfahren: Fetus
500;1-473.3;Biopsie ohne Inzision am graviden Uterus mit Steuerung durch bildgebende Verfahren: Nabelschnurgefäße [Chordozentese]
501;1-473.x;Biopsie ohne Inzision am graviden Uterus mit Steuerung durch bildgebende Verfahren: Sonstige
502;1-473.y;Biopsie ohne Inzision am graviden Uterus mit Steuerung durch bildgebende Verfahren: N.n.bez.
503;1-474;(Perkutane) Biopsie an weiblichen Genitalorganen mit Steuerung durch bildgebende Verfahren
504;1-474.0;(Perkutane) Biopsie an weiblichen Genitalorganen mit Steuerung durch bildgebende Verfahren: Ovar
505;1-474.1;(Perkutane) Biopsie an weiblichen Genitalorganen mit Steuerung durch bildgebende Verfahren: Tuba(e) uterina(e)
506;1-474.2;(Perkutane) Biopsie an weiblichen Genitalorganen mit Steuerung durch bildgebende Verfahren: Uterus
507;1-474.3;(Perkutane) Biopsie an weiblichen Genitalorganen mit Steuerung durch bildgebende Verfahren: Ligamente des Uterus
508;1-474.4;(Perkutane) Biopsie an weiblichen Genitalorganen mit Steuerung durch bildgebende Verfahren: Vagina
509;1-474.5;(Perkutane) Biopsie an weiblichen Genitalorganen mit Steuerung durch bildgebende Verfahren: Vulva
510;1-474.6;(Perkutane) Biopsie an weiblichen Genitalorganen mit Steuerung durch bildgebende Verfahren: Perineum
511;1-474.x;(Perkutane) Biopsie an weiblichen Genitalorganen mit Steuerung durch bildgebende Verfahren: Sonstige
512;1-474.y;(Perkutane) Biopsie an weiblichen Genitalorganen mit Steuerung durch bildgebende Verfahren: N.n.bez.
513;1-480;Perkutane (Nadel-)Biopsie an Knochen
514;1-480.0;Perkutane (Nadel-)Biopsie an Knochen: Skapula
515;1-480.1;Perkutane (Nadel-)Biopsie an Knochen: Humerus
516;1-480.2;Perkutane (Nadel-)Biopsie an Knochen: Radius und Ulna
517;1-480.3;Perkutane (Nadel-)Biopsie an Knochen: Karpale
518;1-480.4;Perkutane (Nadel-)Biopsie an Knochen: Wirbelsäule
519;1-480.5;Perkutane (Nadel-)Biopsie an Knochen: Becken
520;1-480.6;Perkutane (Nadel-)Biopsie an Knochen: Femur und Patella
521;1-480.7;Perkutane (Nadel-)Biopsie an Knochen: Tibia und Fibula
522;1-480.8;Perkutane (Nadel-)Biopsie an Knochen: Tarsale
523;1-480.x;Perkutane (Nadel-)Biopsie an Knochen: Sonstige
524;1-480.y;Perkutane (Nadel-)Biopsie an Knochen: N.n.bez.
525;1-481;Biopsie ohne Inzision an Knochen mit Steuerung durch bildgebende Verfahren
526;1-481.0;Biopsie ohne Inzision an Knochen mit Steuerung durch bildgebende Verfahren: Skapula
527;1-481.1;Biopsie ohne Inzision an Knochen mit Steuerung durch bildgebende Verfahren: Humerus
528;1-481.2;Biopsie ohne Inzision an Knochen mit Steuerung durch bildgebende Verfahren: Radius und Ulna
529;1-481.3;Biopsie ohne Inzision an Knochen mit Steuerung durch bildgebende Verfahren: Karpale
530;1-481.4;Biopsie ohne Inzision an Knochen mit Steuerung durch bildgebende Verfahren: Wirbelsäule
531;1-481.5;Biopsie ohne Inzision an Knochen mit Steuerung durch bildgebende Verfahren: Becken
532;1-481.6;Biopsie ohne Inzision an Knochen mit Steuerung durch bildgebende Verfahren: Femur und Patella
533;1-481.7;Biopsie ohne Inzision an Knochen mit Steuerung durch bildgebende Verfahren: Tibia und Fibula
534;1-481.8;Biopsie ohne Inzision an Knochen mit Steuerung durch bildgebende Verfahren: Tarsale
535;1-481.x;Biopsie ohne Inzision an Knochen mit Steuerung durch bildgebende Verfahren: Sonstige
536;1-481.y;Biopsie ohne Inzision an Knochen mit Steuerung durch bildgebende Verfahren: N.n.bez.
537;1-482;Arthroskopische Biopsie an Gelenken
538;1-482.0;Arthroskopische Biopsie an Gelenken: Kiefergelenk
539;1-482.1;Arthroskopische Biopsie an Gelenken: Schultergelenk
540;1-482.2;Arthroskopische Biopsie an Gelenken: Akromioklavikulargelenk
541;1-482.3;Arthroskopische Biopsie an Gelenken: Sternoklavikulargelenk
542;1-482.4;Arthroskopische Biopsie an Gelenken: Ellenbogengelenk
543;1-482.5;Arthroskopische Biopsie an Gelenken: Handgelenk
544;1-482.6;Arthroskopische Biopsie an Gelenken: Hüftgelenk
545;1-482.7;Arthroskopische Biopsie an Gelenken: Kniegelenk
546;1-482.8;Arthroskopische Biopsie an Gelenken: Oberes Sprunggelenk
547;1-482.9;Arthroskopische Biopsie an Gelenken: Sonstige Gelenke am Fuß
548;1-482.a;Arthroskopische Biopsie an Gelenken: Fingergelenk
549;1-482.x;Arthroskopische Biopsie an Gelenken: Sonstige
550;1-482.y;Arthroskopische Biopsie an Gelenken: N.n.bez.
551;1-483;Perkutane (Nadel-)Biopsie an Gelenken und Schleimbeuteln
552;1-483.0;Perkutane (Nadel-)Biopsie an Gelenken und Schleimbeuteln: Kiefergelenk
553;1-483.1;Perkutane (Nadel-)Biopsie an Gelenken und Schleimbeuteln: Gelenke des Schultergürtels
554;1-483.2;Perkutane (Nadel-)Biopsie an Gelenken und Schleimbeuteln: Ellenbogengelenk
555;1-483.3;Perkutane (Nadel-)Biopsie an Gelenken und Schleimbeuteln: Handgelenk
556;1-483.4;Perkutane (Nadel-)Biopsie an Gelenken und Schleimbeuteln: Thorakales Gelenk
557;1-483.5;Perkutane (Nadel-)Biopsie an Gelenken und Schleimbeuteln: Gelenk an der Wirbelsäule
558;1-483.6;Perkutane (Nadel-)Biopsie an Gelenken und Schleimbeuteln: Hüftgelenk
559;1-483.7;Perkutane (Nadel-)Biopsie an Gelenken und Schleimbeuteln: Kniegelenk
560;1-483.8;Perkutane (Nadel-)Biopsie an Gelenken und Schleimbeuteln: Oberes Sprunggelenk
561;1-483.9;Perkutane (Nadel-)Biopsie an Gelenken und Schleimbeuteln: Sonstige Gelenke am Fuß
562;1-483.a;Perkutane (Nadel-)Biopsie an Gelenken und Schleimbeuteln: Schleimbeutel
563;1-483.b;Perkutane (Nadel-)Biopsie an Gelenken und Schleimbeuteln: Fingergelenk
564;1-483.x;Perkutane (Nadel-)Biopsie an Gelenken und Schleimbeuteln: Sonstige
